Time(ms),Fhr1(BPM),Fhr2(BPM),Uc(TOCO)
31500,128,0,53
31750,128,0,54
32000,128,0,54
32250,128,0,55
32500,128,0,55
32750,128,0,56
33000,128,0,56
33250,128,0,57
33500,128,0,57
33750,129,0,58
34000,129,0,58
34250,129,0,59
34500,129,0,59
34750,129,0,60
35000,129,0,60
35250,129,0,61
35500,129,0,61
35750,130,0,61
36000,130,0,61
36250,131,0,62
36500,131,0,62
36750,131,0,63
37000,131,0,63
37250,132,0,64
37500,132,0,64
37750,132,0,64
38000,132,0,64
38250,133,0,65
38500,133,0,65
38750,134,0,66
39000,134,0,66
39250,136,0,67
39500,136,0,67
39750,138,0,68
40000,138,0,68
40250,140,0,69
40500,140,0,69
40750,141,0,69
41000,141,0,69
41250,141,0,70
41500,141,0,70
41750,141,0,71
42000,141,0,71
42250,142,0,72
42500,142,0,72
42750,142,0,73
43000,142,0,73
43250,143,0,74
43500,143,0,74
43750,144,0,74
44000,144,0,74
44250,143,0,76
44500,143,0,76
44750,144,0,76
45000,144,0,76
45250,145,0,77
45500,145,0,77
45750,146,0,78
46000,146,0,78
46250,147,0,80
46500,147,0,80
46750,149,0,80
47000,149,0,80
47250,150,0,80
47500,150,0,80
47750,152,0,80
48000,152,0,80
48250,153,0,79
48500,153,0,79
48750,154,0,79
49000,154,0,79
49250,155,0,78
49500,155,0,78
49750,155,0,77
50000,155,0,77
50250,154,0,76
50500,154,0,76
50750,154,0,75
51000,154,0,75
51250,155,0,75
51500,155,0,75
51750,156,0,74
52000,156,0,74
52250,154,0,72
52500,154,0,72
52750,153,0,72
53000,153,0,72
53250,153,0,71
53500,153,0,71
53750,153,0,71
54000,153,0,71
54250,154,0,71
54500,154,0,71
54750,156,0,71
55000,156,0,71
55250,158,0,70
55500,158,0,70
55750,157,0,69
56000,157,0,69
56250,157,0,68
56500,157,0,68
56750,156,0,67
57000,156,0,67
57250,155,0,67
57500,155,0,67
57750,155,0,66
58000,155,0,66
58250,157,0,66
58500,157,0,66
58750,158,0,65
59000,158,0,65
59250,160,0,65
59500,160,0,65
59750,161,0,64
60000,161,0,64
60250,160,0,64
60500,160,0,64
60750,160,0,63
61000,160,0,63
61250,160,0,62
61500,160,0,62
61750,162,0,62
62000,162,0,62
62250,164,0,62
62500,164,0,62
62750,163,0,61
63000,163,0,61
63250,162,0,60
63500,162,0,60
63750,160,0,59
64000,160,0,59
64250,159,0,58
64500,159,0,58
64750,159,0,56
65000,159,0,56
65250,158,0,55
65500,158,0,55
65750,158,0,55
66000,158,0,55
66250,159,0,54
66500,159,0,54
66750,159,0,54
67000,159,0,54
67250,158,0,53
67500,158,0,53
67750,158,0,52
68000,158,0,52
68250,157,0,51
68500,157,0,51
68750,156,0,50
69000,156,0,50
69250,158,0,50
69500,158,0,50
69750,159,0,50
70000,159,0,50
70250,159,0,50
70500,159,0,50
70750,158,0,49
71000,158,0,49
71250,156,0,49
71500,156,0,49
71750,156,0,48
72000,156,0,48
72250,157,0,48
72500,157,0,48
72750,157,0,47
73000,157,0,47
73250,159,0,47
73500,159,0,47
73750,161,0,48
74000,161,0,48
74250,161,0,48
74500,161,0,48
74750,159,0,48
75000,159,0,48
75250,156,0,48
75500,156,0,48
75750,156,0,48
76000,156,0,48
76250,155,0,47
76500,155,0,47
76750,154,0,46
77000,154,0,46
77250,153,0,45
77500,153,0,45
77750,151,0,44
78000,151,0,44
78250,150,0,43
78500,150,0,43
78750,151,0,42
79000,151,0,42
79250,150,0,41
79500,150,0,41
79750,149,0,40
80000,149,0,40
80250,148,0,39
80500,148,0,39
80750,147,0,38
81000,147,0,38
81250,147,0,37
81500,147,0,37
81750,146,0,36
82000,146,0,36
82250,145,0,36
82500,145,0,36
82750,142,0,36
83000,142,0,36
83250,140,0,36
83500,140,0,36
83750,140,0,36
84000,140,0,36
84250,139,0,36
84500,139,0,36
84750,139,0,36
85000,139,0,36
85250,138,0,35
85500,138,0,35
85750,137,0,35
86000,137,0,35
86250,138,0,34
86500,138,0,34
86750,137,0,34
87000,137,0,34
87250,137,0,34
87500,137,0,34
87750,137,0,33
88000,137,0,33
88250,137,0,32
88500,137,0,32
88750,138,0,32
89000,138,0,32
89250,139,0,31
89500,139,0,31
89750,139,0,31
90000,139,0,31
90250,139,0,30
90500,139,0,30
90750,139,0,30
91000,139,0,30
91250,138,0,30
91500,138,0,30
91750,137,0,29
92000,137,0,29
92250,137,0,29
92500,137,0,29
92750,136,0,28
93000,136,0,28
93250,134,0,28
93500,134,0,28
93750,133,0,26
94000,133,0,26
94250,134,0,25
94500,134,0,25
94750,134,0,24
95000,134,0,24
95250,135,0,22
95500,135,0,22
95750,135,0,21
96000,135,0,21
96250,134,0,19
96500,134,0,19
96750,133,0,18
97000,133,0,18
97250,132,0,17
97500,132,0,17
97750,132,0,15
98000,132,0,15
98250,132,0,14
98500,132,0,14
98750,132,0,13
99000,132,0,13
99250,131,0,12
99500,131,0,12
99750,130,0,12
100000,130,0,12
100250,129,0,12
100500,129,0,12
100750,129,0,12
101000,129,0,12
101250,129,0,11
101500,129,0,11
101750,129,0,11
102000,129,0,11
102250,128,0,11
102500,128,0,11
102750,128,0,11
103000,128,0,11
103250,128,0,11
103500,128,0,11
103750,128,0,11
104000,128,0,11
104250,128,0,11
104500,128,0,11
104750,128,0,11
105000,128,0,11
105250,128,0,11
105500,128,0,11
105750,128,0,11
106000,128,0,11
106250,128,0,11
106500,128,0,11
106750,129,0,11
107000,129,0,11
107250,128,0,11
107500,128,0,11
107750,128,0,11
108000,128,0,11
108250,128,0,11
108500,128,0,11
108750,127,0,11
109000,127,0,11
109250,127,0,11
109500,127,0,11
109750,127,0,11
110000,127,0,11
110250,126,0,11
110500,126,0,11
110750,126,0,11
111000,126,0,11
111250,126,0,11
111500,126,0,11
111750,126,0,11
112000,126,0,11
112250,127,0,11
112500,127,0,11
112750,127,0,11
113000,127,0,11
113250,128,0,11
113500,128,0,11
113750,128,0,11
114000,128,0,11
114250,128,0,11
114500,128,0,11
114750,128,0,11
115000,128,0,11
115250,127,0,11
115500,127,0,11
115750,127,0,11
116000,127,0,11
116250,126,0,11
116500,126,0,11
116750,126,0,11
117000,126,0,11
117250,126,0,11
117500,126,0,11
117750,126,0,11
118000,126,0,11
118250,125,0,11
118500,125,0,11
118750,125,0,11
119000,125,0,11
119250,125,0,11
119500,125,0,11
119750,125,0,11
120000,125,0,11
120250,125,0,11
120500,125,0,11
120750,124,0,11
121000,124,0,11
121250,123,0,11
121500,123,0,11
121750,123,0,11
122000,123,0,11
122250,123,0,11
122500,123,0,11
122750,123,0,11
123000,123,0,11
123250,124,0,11
123500,124,0,11
123750,124,0,11
124000,124,0,11
124250,124,0,11
124500,124,0,11
124750,124,0,11
125000,124,0,11
125250,124,0,11
125500,124,0,11
125750,125,0,11
126000,125,0,11
126250,125,0,11
126500,125,0,11
126750,125,0,11
127000,125,0,11
127250,125,0,11
127500,125,0,11
127750,125,0,11
128000,125,0,11
128250,125,0,11
128500,125,0,11
128750,126,0,11
129000,126,0,11
129250,126,0,11
129500,126,0,11
129750,126,0,11
130000,126,0,11
130250,126,0,11
130500,126,0,11
130750,126,0,11
131000,126,0,11
131250,126,0,11
131500,126,0,11
131750,127,0,11
132000,127,0,11
132250,127,0,11
132500,127,0,11
132750,126,0,11
133000,126,0,11
133250,125,0,11
133500,125,0,11
133750,125,0,11
134000,125,0,11
134250,124,0,11
134500,124,0,11
134750,123,0,11
135000,123,0,11
135250,123,0,11
135500,123,0,11
135750,123,0,11
136000,123,0,11
136250,123,0,11
136500,123,0,11
136750,123,0,11
137000,123,0,11
137250,123,0,11
137500,123,0,11
137750,123,0,11
138000,123,0,11
138250,124,0,11
138500,124,0,11
138750,125,0,11
139000,125,0,11
139250,126,0,11
139500,126,0,11
139750,126,0,11
140000,126,0,11
140250,125,0,11
140500,125,0,11
140750,125,0,11
141000,125,0,11
141250,125,0,11
141500,125,0,11
141750,126,0,11
142000,126,0,11
142250,126,0,11
142500,126,0,11
142750,127,0,11
143000,127,0,11
143250,127,0,12
143500,127,0,12
143750,127,0,12
144000,127,0,12
144250,127,0,12
144500,127,0,12
144750,126,0,12
145000,126,0,12
145250,126,0,12
145500,126,0,12
145750,126,0,11
146000,126,0,11
146250,126,0,11
146500,126,0,11
146750,126,0,11
147000,126,0,11
147250,126,0,12
147500,126,0,12
147750,126,0,11
148000,126,0,11
148250,126,0,11
148500,126,0,11
148750,126,0,11
149000,126,0,11
149250,126,0,11
149500,126,0,11
149750,127,0,11
150000,127,0,11
150250,128,0,11
150500,128,0,11
150750,129,0,11
151000,129,0,11
151250,129,0,11
151500,129,0,11
151750,128,0,11
152000,128,0,11
152250,127,0,11
152500,127,0,11
152750,127,0,11
153000,127,0,11
153250,126,0,11
153500,126,0,11
153750,126,0,11
154000,126,0,11
154250,126,0,11
154500,126,0,11
154750,126,0,11
155000,126,0,11
155250,126,0,11
155500,126,0,11
155750,126,0,13
156000,126,0,13
156250,126,0,14
156500,126,0,14
156750,126,0,15
157000,126,0,15
157250,126,0,16
157500,126,0,16
157750,126,0,17
158000,126,0,17
158250,126,0,19
158500,126,0,19
158750,128,0,21
159000,128,0,21
159250,129,0,22
159500,129,0,22
159750,129,0,24
160000,129,0,24
160250,129,0,26
160500,129,0,26
160750,129,0,29
161000,129,0,29
161250,129,0,31
161500,129,0,31
161750,129,0,32
162000,129,0,32
162250,129,0,34
162500,129,0,34
162750,129,0,35
163000,129,0,35
163250,128,0,36
163500,128,0,36
163750,128,0,38
164000,128,0,38
164250,129,0,39
164500,129,0,39
164750,129,0,40
165000,129,0,40
165250,128,0,41
165500,128,0,41
165750,127,0,42
166000,127,0,42
166250,127,0,42
166500,127,0,42
166750,127,0,43
167000,127,0,43
167250,127,0,44
167500,127,0,44
167750,127,0,44
168000,127,0,44
168250,127,0,45
168500,127,0,45
168750,128,0,46
169000,128,0,46
169250,127,0,47
169500,127,0,47
169750,127,0,47
170000,127,0,47
170250,127,0,48
170500,127,0,48
170750,127,0,48
171000,127,0,48
171250,126,0,48
171500,126,0,48
171750,126,0,49
172000,126,0,49
172250,126,0,49
172500,126,0,49
172750,126,0,49
173000,126,0,49
173250,127,0,49
173500,127,0,49
173750,128,0,49
174000,128,0,49
174250,128,0,49
174500,128,0,49
174750,128,0,49
175000,128,0,49
175250,128,0,49
175500,128,0,49
175750,128,0,50
176000,128,0,50
176250,128,0,50
176500,128,0,50
176750,128,0,50
177000,128,0,50
177250,128,0,50
177500,128,0,50
177750,129,0,50
178000,129,0,50
178250,129,0,50
178500,129,0,50
178750,129,0,50
179000,129,0,50
179250,128,0,49
179500,128,0,49
179750,128,0,49
180000,128,0,49
180250,128,0,48
180500,128,0,48
180750,128,0,47
181000,128,0,47
181250,128,0,47
181500,128,0,47
181750,128,0,47
182000,128,0,47
182250,128,0,46
182500,128,0,46
182750,129,0,46
183000,129,0,46
183250,128,0,45
183500,128,0,45
183750,127,0,44
184000,127,0,44
184250,127,0,44
184500,127,0,44
184750,127,0,43
185000,127,0,43
185250,126,0,43
185500,126,0,43
185750,126,0,42
186000,126,0,42
186250,127,0,41
186500,127,0,41
186750,127,0,41
187000,127,0,41
187250,128,0,40
187500,128,0,40
187750,129,0,39
188000,129,0,39
188250,128,0,38
188500,128,0,38
188750,128,0,38
189000,128,0,38
189250,127,0,37
189500,127,0,37
189750,127,0,37
190000,127,0,37
190250,127,0,37
190500,127,0,37
190750,127,0,37
191000,127,0,37
191250,127,0,36
191500,127,0,36
191750,128,0,36
192000,128,0,36
192250,129,0,37
192500,129,0,37
192750,129,0,37
193000,129,0,37
193250,128,0,37
193500,128,0,37
193750,127,0,37
194000,127,0,37
194250,127,0,36
194500,127,0,36
194750,127,0,36
195000,127,0,36
195250,127,0,36
195500,127,0,36
195750,127,0,35
196000,127,0,35
196250,127,0,34
196500,127,0,34
196750,127,0,33
197000,127,0,33
197250,127,0,32
197500,127,0,32
197750,127,0,31
198000,127,0,31
198250,128,0,30
198500,128,0,30
198750,128,0,30
199000,128,0,30
199250,128,0,29
199500,128,0,29
199750,128,0,29
200000,128,0,29
200250,129,0,29
200500,129,0,29
200750,129,0,28
201000,129,0,28
201250,130,0,28
201500,130,0,28
201750,130,0,28
202000,130,0,28
202250,130,0,27
202500,130,0,27
202750,130,0,26
203000,130,0,26
203250,131,0,25
203500,131,0,25
203750,131,0,24
204000,131,0,24
204250,132,0,22
204500,132,0,22
204750,133,0,21
205000,133,0,21
205250,135,0,19
205500,135,0,19
205750,136,0,18
206000,136,0,18
206250,138,0,17
206500,138,0,17
206750,140,0,15
207000,140,0,15
207250,141,0,14
207500,141,0,14
207750,142,0,13
208000,142,0,13
208250,143,0,12
208500,143,0,12
208750,144,0,11
209000,144,0,11
209250,144,0,11
209500,144,0,11
209750,145,0,11
210000,145,0,11
210250,146,0,11
210500,146,0,11
210750,146,0,11
211000,146,0,11
211250,147,0,11
211500,147,0,11
211750,148,0,11
212000,148,0,11
212250,148,0,11
212500,148,0,11
212750,147,0,11
213000,147,0,11
213250,147,0,11
213500,147,0,11
213750,149,0,11
214000,149,0,11
214250,152,0,11
214500,152,0,11
214750,151,0,11
215000,151,0,11
215250,152,0,11
215500,152,0,11
215750,152,0,11
216000,152,0,11
216250,151,0,11
216500,151,0,11
216750,151,0,11
217000,151,0,11
217250,151,0,11
217500,151,0,11
217750,151,0,11
218000,151,0,11
218250,150,0,11
218500,150,0,11
218750,150,0,11
219000,150,0,11
219250,152,0,11
219500,152,0,11
219750,153,0,11
220000,153,0,11
220250,153,0,11
220500,153,0,11
220750,155,0,11
221000,155,0,11
221250,155,0,11
221500,155,0,11
221750,155,0,11
222000,155,0,11
222250,155,0,11
222500,155,0,11
222750,155,0,11
223000,155,0,11
223250,154,0,11
223500,154,0,11
223750,156,0,11
224000,156,0,11
224250,158,0,11
224500,158,0,11
224750,159,0,11
225000,159,0,11
225250,159,0,11
225500,159,0,11
225750,158,0,11
226000,158,0,11
226250,158,0,11
226500,158,0,11
226750,157,0,11
227000,157,0,11
227250,158,0,11
227500,158,0,11
227750,158,0,11
228000,158,0,11
228250,158,0,11
228500,158,0,11
228750,160,0,11
229000,160,0,11
229250,161,0,11
229500,161,0,11
229750,160,0,11
230000,160,0,11
230250,159,0,11
230500,159,0,11
230750,158,0,11
231000,158,0,11
231250,156,0,11
231500,156,0,11
231750,155,0,11
232000,155,0,11
232250,155,0,11
232500,155,0,11
232750,154,0,11
233000,154,0,11
233250,153,0,11
233500,153,0,11
233750,153,0,11
234000,153,0,11
234250,153,0,11
234500,153,0,11
234750,153,0,11
235000,153,0,11
235250,153,0,11
235500,153,0,11
235750,153,0,11
236000,153,0,11
236250,152,0,11
236500,152,0,11
236750,151,0,11
237000,151,0,11
237250,151,0,11
237500,151,0,11
237750,153,0,11
238000,153,0,11
238250,153,0,11
238500,153,0,11
238750,153,0,11
239000,153,0,11
239250,154,0,11
239500,154,0,11
239750,156,0,11
240000,156,0,11
240250,156,0,11
240500,156,0,11
240750,156,0,11
241000,156,0,11
241250,156,0,11
241500,156,0,11
241750,156,0,11
242000,156,0,11
242250,156,0,11
242500,156,0,11
242750,155,0,11
243000,155,0,11
243250,152,0,11
243500,152,0,11
243750,150,0,11
244000,150,0,11
244250,150,0,11
244500,150,0,11
